2735.0;[['01000015e0eb7bc1', '2013-09-06 22:39:53+02', 'occupied']]
10.0;[['01000015e0eb7bc1', '2013-09-06 22:40:03+02', 'available']]
593.0;[['01000015e10132ca', '2013-09-06 22:49:56+02', 'available']]
940.0;[['01000015e0fcedef', '2013-09-06 23:05:36+02', 'available']]
2665.0;[['01000015e0df4493', '2013-09-06 23:50:01+02', 'available']]
185.0;[['01000015e0fcedef', '2013-09-06 23:53:06+02', 'occupied']]
1127.0;[['01000015e0df4493', '2013-09-07 00:11:53+02', 'occupied']]
10.0;[['01000015e0df4493', '2013-09-07 00:12:03+02', 'available']]
985.0;[['01000015e10132ca', '2013-09-07 00:28:28+02', 'occupied']]
10.0;[['01000015e10132ca', '2013-09-07 00:28:38+02', 'available']]
10.0;[['01000015e10132ca', '2013-09-07 00:28:48+02', 'occupied']]
1135.0;[['01000015e0df4493', '2013-09-07 00:47:43+02', 'occupied']]
20275.0;[['01000015e0e389e3', '2013-09-07 06:25:38+02', 'available']]
1516.0;[['01000015e0eb7bc1', '2013-09-07 06:50:54+02', 'occupied']]
96.0;[['01000015e0e389e3', '2013-09-07 06:52:30+02', 'occupied']]
10.0;[['01000015e0e389e3', '2013-09-07 06:52:40+02', 'available']]
1354.0;[['01000015e0eb7bc1', '2013-09-07 07:15:14+02', 'available']]
1123.0;[['01000015e0e337f7', '2013-09-07 07:33:57+02', 'available']]
2272.0;[['01000015e0eb7bc1', '2013-09-07 08:11:49+02', 'occupied']]
10.0;[['01000015e0eb7bc1', '2013-09-07 08:11:59+02', 'available']]
11.0;[['01000015e0eb7bc1', '2013-09-07 08:12:10+02', 'occupied']]
766.0;[['01000015e0e389e3', '2013-09-07 08:24:56+02', 'occupied']]
10.0;[['01000015e0e389e3', '2013-09-07 08:25:06+02', 'available']]
253.0;[['01000015e0e389e3', '2013-09-07 08:29:19+02', 'occupied']]
10.0;[['01000015e0e389e3', '2013-09-07 08:29:29+02', 'available']]
20.0;[['01000015e0e389e3', '2013-09-07 08:29:49+02', 'occupied']]
1262.0;[['01000015e0e337f7', '2013-09-07 08:50:51+02', 'occupied']]
371.0;[['01000015e0f3ce6f', '2013-09-07 08:57:02+02', 'available']]
553.0;[['01000015e0e389e3', '2013-09-07 09:06:15+02', 'available']]
101.0;[['01000015e0fcedef', '2013-09-07 09:07:56+02', 'available']]
83.0;[['01000015e0f3ce6f', '2013-09-07 09:09:19+02', 'occupied']]
221.0;[['01000015e0e389e3', '2013-09-07 09:13:00+02', 'occupied']]
414.0;[['01000015e0fefd37', '2013-09-07 09:19:54+02', 'available']]
8.0;[['01000015e0fcedef', '2013-09-07 09:20:02+02', 'occupied']]
13.0;[['01000015e0fefd37', '2013-09-07 09:20:15+02', 'occupied']]
979.0;[['01000015e0eb7bc1', '2013-09-07 09:36:34+02', 'available']]
11.0;[['01000015e0eb7bc1', '2013-09-07 09:36:45+02', 'occupied']]
10.0;[['01000015e0eb7bc1', '2013-09-07 09:36:55+02', 'available']]
10.0;[['01000015e0eb7bc1', '2013-09-07 09:37:05+02', 'occupied']]
151.0;[['01000015e0df4493', '2013-09-07 09:39:36+02', 'available']]
